Date,Country ,Technology,SiteName,Volume,country,date,updatedby,updatetime,Country
2025-04-01,,Gas,Pembroke-2,7071.0,United Kingdom,2025-04-01,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-02,,Gas,Pembroke-2,6902.0,United Kingdom,2025-04-02,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-03,,Gas,Pembroke-2,6236.0,United Kingdom,2025-04-03,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-04,,Gas,Pembroke-2,8845.0,United Kingdom,2025-04-04,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-05,,Gas,Pembroke-2,6353.0,United Kingdom,2025-04-05,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-06,,Gas,Pembroke-2,5975.0,United Kingdom,2025-04-06,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-07,,Gas,Pembroke-2,5226.0,United Kingdom,2025-04-07,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-08,,Gas,Pembroke-2,7335.0,United Kingdom,2025-04-08,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-09,,Gas,Pembroke-2,8769.0,United Kingdom,2025-04-09,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-10,,Gas,Pembroke-2,7833.0,United Kingdom,2025-04-10,petroineos,2025-06-04 17:08:59.939915,GB
2025-03-29,,Gas,Pembroke-2,6683.0,United Kingdom,2025-03-29,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-11,,Gas,Pembroke-2,5911.0,United Kingdom,2025-04-11,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-13,,Gas,Pembroke-2,8307.0,United Kingdom,2025-04-13,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-14,,Gas,Pembroke-2,5553.0,United Kingdom,2025-04-14,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-15,,Gas,Pembroke-2,8214.0,United Kingdom,2025-04-15,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-16,,Gas,Pembroke-2,8195.0,United Kingdom,2025-04-16,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-17,,Gas,Pembroke-2,7438.0,United Kingdom,2025-04-17,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-18,,Gas,Pembroke-2,7593.0,United Kingdom,2025-04-18,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-19,,Gas,Pembroke-2,5115.0,United Kingdom,2025-04-19,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-20,,Gas,Pembroke-2,5321.0,United Kingdom,2025-04-20,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-21,,Gas,Pembroke-2,8301.0,United Kingdom,2025-04-21,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-22,,Gas,Pembroke-2,5138.0,United Kingdom,2025-04-22,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-23,,Gas,Pembroke-2,8662.0,United Kingdom,2025-04-23,petroineos,2025-06-04 17:08:59.939915,GB
2024-11-20,,Gas,Pembroke-1,8975.0,United Kingdom,2024-11-20,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-02,,Gas,Pembroke-2,6603.0,United Kingdom,2024-06-02,petroineos,2025-06-04 17:08:59.939915,GB
2024-11-23,,Gas,Pembroke-1,7395.0,United Kingdom,2024-11-23,petroineos,2025-06-04 17:08:59.939915,GB
2024-11-24,,Gas,Pembroke-1,7722.0,United Kingdom,2024-11-24,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-04,,Wind ,Hornsea-1,406.0526593,United Kingdom,2024-06-04,petroineos,2025-06-04 17:08:59.914918,GB
2024-11-22,,Wind ,Hornsea-2,665.6830454,United Kingdom,2024-11-22,petroineos,2025-06-04 17:08:59.914918,GB
2024-11-23,,Wind ,Hornsea-2,554.1183815,United Kingdom,2024-11-23,petroineos,2025-06-04 17:08:59.914918,GB
2024-11-24,,Wind ,Hornsea-2,132.4615575,United Kingdom,2024-11-24,petroineos,2025-06-04 17:08:59.914918,GB
2024-11-25,,Wind ,Hornsea-2,653.0502322,United Kingdom,2024-11-25,petroineos,2025-06-04 17:08:59.914918,GB
2024-11-13,,Wind ,Hornsea-2,910.0661452,United Kingdom,2024-11-13,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-29,,Wind ,Hornsea-2,736.8141333,United Kingdom,2024-08-29,petroineos,2025-06-04 17:08:59.914918,GB
2025-04-23,,Wind ,Hornsea-1,299.3661281,United Kingdom,2025-04-23,petroineos,2025-06-04 17:08:59.914918,GB
2025-04-21,,Wind ,Hornsea-1,228.151737,United Kingdom,2025-04-21,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-31,,Wind ,Hornsea-1,101.3484039,United Kingdom,2024-05-31,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-01,,Wind ,Hornsea-1,233.7206177,United Kingdom,2024-06-01,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-17,,Wind ,Hornsea-1,539.1468865,United Kingdom,2024-06-17,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-02,,Wind ,Hornsea-1,48.94217702,United Kingdom,2024-06-02,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-05,,Wind ,Hornsea-1,460.183978,United Kingdom,2024-06-05,petroineos,2025-06-04 17:08:59.914918,GB
2024-11-20,,Wind ,Hornsea-2,979.5794982,United Kingdom,2024-11-20,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-06,,Wind ,Hornsea-1,152.1253541,United Kingdom,2024-06-06,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-07,,Wind ,Hornsea-1,740.4453802,United Kingdom,2024-06-07,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-08,,Wind ,Hornsea-1,82.0180079,United Kingdom,2024-06-08,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-09,,Wind ,Hornsea-1,192.7050389,United Kingdom,2024-06-09,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-10,,Wind ,Hornsea-1,433.828455,United Kingdom,2024-06-10,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-11,,Wind ,Hornsea-1,681.0232057,United Kingdom,2024-06-11,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-12,,Wind ,Hornsea-1,688.4347961,United Kingdom,2024-06-12,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-13,,Wind ,Hornsea-1,585.9840153,United Kingdom,2024-06-13,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-14,,Wind ,Hornsea-1,565.1346775,United Kingdom,2024-06-14,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-15,,Wind ,Hornsea-1,175.5214835,United Kingdom,2024-06-15,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-03,,Wind ,Hornsea-1,226.7865789,United Kingdom,2024-06-03,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-17,,Wind ,Hornsea-1,167.0591141,United Kingdom,2024-07-17,petroineos,2025-06-04 17:08:59.914918,GB
2024-11-21,,Wind ,Hornsea-2,287.6018546,United Kingdom,2024-11-21,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-16,,Wind ,Hornsea-1,176.3817354,United Kingdom,2024-06-16,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-21,,Wind ,Hornsea-1,726.4625354,United Kingdom,2024-05-21,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-06,,Wind ,Hornsea-1,907.9553389,United Kingdom,2024-05-06,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-22,,Wind ,Hornsea-1,450.0768494,United Kingdom,2024-06-22,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-23,,Wind ,Hornsea-1,852.9955136,United Kingdom,2024-06-23,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-24,,Wind ,Hornsea-1,16.04235529,United Kingdom,2024-06-24,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-30,,Wind ,Hornsea-1,913.8055159,United Kingdom,2024-05-30,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-29,,Wind ,Hornsea-1,533.2710985,United Kingdom,2024-05-29,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-28,,Wind ,Hornsea-1,31.03815596,United Kingdom,2024-05-28,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-27,,Wind ,Hornsea-1,159.1142052,United Kingdom,2024-05-27,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-01,,Wind ,Hornsea-1,101.9762534,United Kingdom,2024-05-01,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-02,,Wind ,Hornsea-1,451.5761811,United Kingdom,2024-05-02,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-03,,Wind ,Hornsea-1,887.1696158,United Kingdom,2024-05-03,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-19,,Wind ,Hornsea-1,135.246233,United Kingdom,2024-06-19,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-04,,Wind ,Hornsea-1,667.4369129,United Kingdom,2024-05-04,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-07,,Wind ,Hornsea-1,122.0076776,United Kingdom,2024-05-07,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-18,,Wind ,Hornsea-1,349.2494702,United Kingdom,2024-06-18,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-08,,Wind ,Hornsea-1,351.0785544,United Kingdom,2024-05-08,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-09,,Wind ,Hornsea-1,18.15025244,United Kingdom,2024-05-09,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-10,,Wind ,Hornsea-1,95.68674183,United Kingdom,2024-05-10,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-11,,Wind ,Hornsea-1,566.3299249,United Kingdom,2024-05-11,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-12,,Wind ,Hornsea-1,201.9324855,United Kingdom,2024-05-12,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-25,,Wind ,Hornsea-1,122.756107,United Kingdom,2024-06-25,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-13,,Wind ,Hornsea-1,849.8524931,United Kingdom,2024-05-13,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-15,,Wind ,Hornsea-1,573.7797378,United Kingdom,2024-05-15,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-16,,Wind ,Hornsea-1,757.7660701,United Kingdom,2024-05-16,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-17,,Wind ,Hornsea-1,90.32708041,United Kingdom,2024-05-17,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-05,,Wind ,Hornsea-1,215.0602215,United Kingdom,2024-05-05,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-18,,Wind ,Hornsea-1,782.5365544,United Kingdom,2024-05-18,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-19,,Wind ,Hornsea-1,724.5787318,United Kingdom,2024-05-19,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-19,,Wind ,Hornsea-1,905.4136256,United Kingdom,2024-08-19,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-20,,Wind ,Hornsea-1,466.6833371,United Kingdom,2024-06-20,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-03,,Wind ,Hornsea-1,308.5970709,United Kingdom,2024-08-03,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-24,,Wind ,Hornsea-1,116.3333179,United Kingdom,2024-05-24,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-25,,Wind ,Hornsea-1,601.1395721,United Kingdom,2024-05-25,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-26,,Wind ,Hornsea-1,419.3895191,United Kingdom,2024-05-26,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-14,,Wind ,Hornsea-1,575.9348456,United Kingdom,2024-05-14,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-26,,Wind ,Hornsea-1,536.7479176,United Kingdom,2024-06-26,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-27,,Wind ,Hornsea-1,505.5315281,United Kingdom,2024-06-27,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-28,,Wind ,Hornsea-1,588.3912693,United Kingdom,2024-06-28,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-29,,Wind ,Hornsea-1,891.8117517,United Kingdom,2024-07-29,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-30,,Wind ,Hornsea-1,566.6081781,United Kingdom,2024-07-30,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-31,,Wind ,Hornsea-1,39.55926829,United Kingdom,2024-07-31,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-16,,Wind ,Hornsea-1,750.1351958,United Kingdom,2024-08-16,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-01,,Wind ,Hornsea-1,408.0701775,United Kingdom,2024-08-01,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-04,,Wind ,Hornsea-1,6.695016408,United Kingdom,2024-08-04,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-22,,Wind ,Hornsea-1,586.7944058,United Kingdom,2024-05-22,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-05,,Wind ,Hornsea-1,98.70364852,United Kingdom,2024-08-05,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-06,,Wind ,Hornsea-1,812.3193273,United Kingdom,2024-08-06,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-07,,Wind ,Hornsea-1,465.8576493,United Kingdom,2024-08-07,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-08,,Wind ,Hornsea-1,834.0426233,United Kingdom,2024-08-08,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-09,,Wind ,Hornsea-1,607.3529329,United Kingdom,2024-08-09,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-28,,Wind ,Hornsea-1,499.5717589,United Kingdom,2024-07-28,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-10,,Wind ,Hornsea-1,760.740948,United Kingdom,2024-08-10,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-12,,Wind ,Hornsea-1,975.6047492,United Kingdom,2024-08-12,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-13,,Wind ,Hornsea-1,780.3308207,United Kingdom,2024-08-13,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-14,,Wind ,Hornsea-1,904.8650057,United Kingdom,2024-08-14,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-02,,Wind ,Hornsea-1,447.2693847,United Kingdom,2024-08-02,petroineos,2025-06-04 17:08:59.914918,GB
2024-03-20,,Wind ,Hornsea-1,93.55338538,United Kingdom,2024-03-20,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-23,,Wind ,Hornsea-1,14.31980602,United Kingdom,2024-05-23,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-15,,Wind ,Hornsea-1,191.7023322,United Kingdom,2024-08-15,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-20,,Wind ,Hornsea-1,309.0213084,United Kingdom,2024-08-20,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-04,,Wind ,Hornsea-1,604.3041596,United Kingdom,2024-07-04,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-21,,Wind ,Hornsea-1,988.3552435,United Kingdom,2024-08-21,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-22,,Wind ,Hornsea-1,823.624275,United Kingdom,2024-08-22,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-23,,Wind ,Hornsea-1,593.398805,United Kingdom,2024-08-23,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-11,,Wind ,Hornsea-1,571.6716454,United Kingdom,2024-08-11,petroineos,2025-06-04 17:08:59.914918,GB
2024-04-30,,Wind ,Hornsea-1,681.184412,United Kingdom,2024-04-30,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-27,,Wind ,Hornsea-1,426.1760633,United Kingdom,2024-07-27,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-25,,Wind ,Hornsea-1,375.3326467,United Kingdom,2024-07-25,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-29,,Wind ,Hornsea-1,535.4964281,United Kingdom,2024-06-29,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-30,,Wind ,Hornsea-1,394.9792377,United Kingdom,2024-06-30,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-01,,Wind ,Hornsea-1,630.2384393,United Kingdom,2024-07-01,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-18,,Wind ,Hornsea-1,672.8073799,United Kingdom,2024-08-18,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-02,,Wind ,Hornsea-1,276.305406,United Kingdom,2024-07-02,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-05,,Wind ,Hornsea-1,896.8524948,United Kingdom,2024-07-05,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-17,,Wind ,Hornsea-1,944.0927824,United Kingdom,2024-08-17,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-06,,Wind ,Hornsea-1,331.3850934,United Kingdom,2024-07-06,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-07,,Wind ,Hornsea-1,214.4562681,United Kingdom,2024-07-07,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-08,,Wind ,Hornsea-1,369.5114442,United Kingdom,2024-07-08,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-09,,Wind ,Hornsea-1,935.1765318,United Kingdom,2024-07-09,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-10,,Wind ,Hornsea-1,186.0453531,United Kingdom,2024-07-10,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-26,,Wind ,Hornsea-1,159.4890443,United Kingdom,2024-07-26,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-11,,Wind ,Hornsea-1,346.7582946,United Kingdom,2024-07-11,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-13,,Wind ,Hornsea-1,694.7762067,United Kingdom,2024-07-13,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-14,,Wind ,Hornsea-1,840.9369537,United Kingdom,2024-07-14,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-15,,Wind ,Hornsea-1,790.3331107,United Kingdom,2024-07-15,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-03,,Wind ,Hornsea-1,556.1357926,United Kingdom,2024-07-03,petroineos,2025-06-04 17:08:59.914918,GB
2024-05-20,,Wind ,Hornsea-1,236.999855,United Kingdom,2024-05-20,petroineos,2025-06-04 17:08:59.914918,GB
2024-06-21,,Wind ,Hornsea-1,199.1039816,United Kingdom,2024-06-21,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-16,,Wind ,Hornsea-1,184.3188901,United Kingdom,2024-07-16,petroineos,2025-06-04 17:08:59.914918,GB
2024-03-22,,Wind ,Hornsea-1,144.3009966,United Kingdom,2024-03-22,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-06,,Wind ,Hornsea-1,634.5420897,United Kingdom,2024-02-06,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-22,,Wind ,Hornsea-1,324.9441787,United Kingdom,2024-07-22,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-23,,Wind ,Hornsea-1,740.9094146,United Kingdom,2024-07-23,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-24,,Wind ,Hornsea-1,944.2582608,United Kingdom,2024-07-24,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-12,,Wind ,Hornsea-1,165.8619781,United Kingdom,2024-07-12,petroineos,2025-06-04 17:08:59.914918,GB
2024-04-29,,Wind ,Hornsea-1,534.5096918,United Kingdom,2024-04-29,petroineos,2025-06-04 17:08:59.914918,GB
2024-04-28,,Wind ,Hornsea-1,571.7680724,United Kingdom,2024-04-28,petroineos,2025-06-04 17:08:59.914918,GB
2024-04-27,,Wind ,Hornsea-1,285.1037559,United Kingdom,2024-04-27,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-01,,Wind ,Hornsea-1,530.6005281,United Kingdom,2024-02-01,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-02,,Wind ,Hornsea-1,282.0222728,United Kingdom,2024-02-02,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-03,,Wind ,Hornsea-1,708.5709006,United Kingdom,2024-02-03,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-19,,Wind ,Hornsea-1,980.7636211,United Kingdom,2024-02-19,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-04,,Wind ,Hornsea-1,44.27761517,United Kingdom,2024-02-04,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-07,,Wind ,Hornsea-1,387.3183309,United Kingdom,2024-02-07,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-20,,Wind ,Hornsea-1,396.3219824,United Kingdom,2024-07-20,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-08,,Wind ,Hornsea-1,938.8456469,United Kingdom,2024-02-08,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-09,,Wind ,Hornsea-1,419.8764371,United Kingdom,2024-02-09,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-10,,Wind ,Hornsea-1,966.3768979,United Kingdom,2024-02-10,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-11,,Wind ,Hornsea-1,523.0203005,United Kingdom,2024-02-11,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-12,,Wind ,Hornsea-1,757.1752262,United Kingdom,2024-02-12,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-31,,Wind ,Hornsea-1,519.6749892,United Kingdom,2024-01-31,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-13,,Wind ,Hornsea-1,551.2475887,United Kingdom,2024-02-13,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-15,,Wind ,Hornsea-1,948.876216,United Kingdom,2024-02-15,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-16,,Wind ,Hornsea-1,889.9652285,United Kingdom,2024-02-16,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-17,,Wind ,Hornsea-1,68.21641066,United Kingdom,2024-02-17,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-05,,Wind ,Hornsea-1,943.4803517,United Kingdom,2024-02-05,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-19,,Wind ,Hornsea-1,918.1716381,United Kingdom,2024-07-19,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-21,,Wind ,Hornsea-1,8.136290403,United Kingdom,2024-07-21,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-18,,Wind ,Hornsea-1,231.9581556,United Kingdom,2024-02-18,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-22,,Wind ,Hornsea-1,144.8361681,United Kingdom,2024-01-22,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-07,,Wind ,Hornsea-1,391.9681302,United Kingdom,2024-01-07,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-24,,Wind ,Hornsea-1,188.4137744,United Kingdom,2024-02-24,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-25,,Wind ,Hornsea-1,735.6443738,United Kingdom,2024-02-25,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-26,,Wind ,Hornsea-1,215.4751421,United Kingdom,2024-02-26,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-14,,Wind ,Hornsea-1,268.2841815,United Kingdom,2024-02-14,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-27,,Wind ,Hornsea-1,9.97371393,United Kingdom,2024-02-27,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-30,,Wind ,Hornsea-1,361.0639685,United Kingdom,2024-01-30,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-28,,Wind ,Hornsea-1,868.490846,United Kingdom,2024-01-28,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-02,,Wind ,Hornsea-1,709.48082,United Kingdom,2024-01-02,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-03,,Wind ,Hornsea-1,431.5276805,United Kingdom,2024-01-03,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-04,,Wind ,Hornsea-1,223.8684725,United Kingdom,2024-01-04,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-21,,Wind ,Hornsea-1,373.3883423,United Kingdom,2024-02-21,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-05,,Wind ,Hornsea-1,686.9850089,United Kingdom,2024-01-05,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-08,,Wind ,Hornsea-1,478.3591693,United Kingdom,2024-01-08,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-20,,Wind ,Hornsea-1,761.7665815,United Kingdom,2024-02-20,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-09,,Wind ,Hornsea-1,730.1891955,United Kingdom,2024-01-09,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-10,,Wind ,Hornsea-1,108.9094077,United Kingdom,2024-01-10,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-11,,Wind ,Hornsea-1,788.0407364,United Kingdom,2024-01-11,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-12,,Wind ,Hornsea-1,900.6480505,United Kingdom,2024-01-12,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-13,,Wind ,Hornsea-1,450.2771879,United Kingdom,2024-01-13,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-29,,Wind ,Hornsea-1,113.7878374,United Kingdom,2024-01-29,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-14,,Wind ,Hornsea-1,345.2368978,United Kingdom,2024-01-14,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-16,,Wind ,Hornsea-1,675.5370319,United Kingdom,2024-01-16,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-17,,Wind ,Hornsea-1,790.0488941,United Kingdom,2024-01-17,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-18,,Wind ,Hornsea-1,626.4812484,United Kingdom,2024-01-18,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-06,,Wind ,Hornsea-1,482.9389507,United Kingdom,2024-01-06,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-19,,Wind ,Hornsea-1,44.93792871,United Kingdom,2024-01-19,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-20,,Wind ,Hornsea-1,798.2779073,United Kingdom,2024-01-20,petroineos,2025-06-04 17:08:59.914918,GB
2024-04-22,,Wind ,Hornsea-1,743.4752851,United Kingdom,2024-04-22,petroineos,2025-06-04 17:08:59.914918,GB
2024-07-18,,Wind ,Hornsea-1,140.5876711,United Kingdom,2024-07-18,petroineos,2025-06-04 17:08:59.914918,GB
2024-04-06,,Wind ,Hornsea-1,440.0374263,United Kingdom,2024-04-06,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-25,,Wind ,Hornsea-1,612.8433146,United Kingdom,2024-01-25,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-26,,Wind ,Hornsea-1,659.2915398,United Kingdom,2024-01-26,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-27,,Wind ,Hornsea-1,451.8726763,United Kingdom,2024-01-27,petroineos,2025-06-04 17:08:59.914918,GB
2024-01-15,,Wind ,Hornsea-1,897.1257019,United Kingdom,2024-01-15,petroineos,2025-06-04 17:08:59.914918,GB
2024-08-24,,Wind ,Hornsea-1,422.5587761,United Kingdom,2024-08-24,petroineos,2025-06-04 17:08:59.914918,GB
2024-02-28,,Wind ,Hornsea-1,474.9284231,United Kingdom,2024-02-28,petroineos,2025-06-04 17:08:59.914918,GB
2024-03-01,,Wind ,Hornsea-1,259.7834765,United Kingdom,2024-03-01,petroineos,2025-06-04 17:08:59.914918,GB
